Date,AAPL UW Equity,AXP UN Equity,BA UN Equity,CAT UN Equity,CSCO UW Equity,CVX UN Equity,DIS UN Equity,DWDP UN Equity,GS UN Equity,HD UN Equity,IBM UN Equity,INTC UW Equity,JNJ UN Equity,JPM UN Equity,KO UN Equity,MCD UN Equity,MMM UN Equity,MRK UN Equity,MSFT UW Equity,NKE UN Equity,PFE UN Equity,PG UN Equity,TRV UN Equity,UNH UN Equity,UTX UN Equity,V UN Equity,VZ UN Equity,WBA UW Equity,WMT UN Equity,XOM UN Equity,INDU Index
11/30/1995,1.3616,12.4008,36.438,15.3438,4.6736,24.6875,19.7752,15.8831,#N/A N/A,9.861,24.1563,7.6094,21.656,20,18.9375,22.313,31.515,29.281,5.4453,3.625,9.6667,21.5938,28,7.859,11.719,#N/A N/A,28.2349,#N/A N/A,12,19.3438,5074.49
12/29/1995,1.1384,12.0725,39.188,14.6875,4.1458,26.25,19.4052,15.7711,#N/A N/A,10.639,22.9375,7.0938,21.406,19.5833,18.5625,22.563,31.876,31.1148,5.4844,4.3516,10.5,20.75,27.813,8.188,11.859,#N/A N/A,29.9715,#N/A N/A,11.1875,20.0313,5117.12
1/31/1996,0.9866,13.422,38.813,16.0938,4.625,25.9375,21.1319,16.6955,#N/A N/A,10.222,27.1875,6.9043,24,22.3333,18.8438,25.125,31.034,33.2443,5.7813,4.3594,11.4583,21,28.5,7.859,12.828,#N/A N/A,30.8679,#N/A N/A,10.1875,20.0625,5395.3
2/29/1996,0.9821,13.422,40.563,16.7188,5.2778,27.8125,21.5431,17.9841,#N/A N/A,9.611,30.6563,7.3516,23.375,23.875,20.1875,25,31.335,31.3514,6.168,4.0547,10.9792,20.5,28.313,8.156,13.438,#N/A N/A,29.6354,#N/A N/A,10.625,19.875,5485.62
3/29/1996,0.8772,14.4068,43.313,17,5.1528,28.0625,21.0086,19.4687,#N/A N/A,10.639,27.7813,7.1094,23.063,23.5,20.6563,24,31.215,29.4585,6.4453,5.0781,11.1667,21.1875,27.75,7.688,14.031,#N/A N/A,27.6747,#N/A N/A,11.5625,20.4063,5587.14
4/30/1996,0.8705,14.1515,41.063,16,5.7639,29,20.3919,19.9169,#N/A N/A,10.528,26.875,8.4688,23.125,22.9583,20.375,23.938,31.636,28.6303,7.0781,5.4688,11.4792,21.125,26.563,7.313,13.813,#N/A N/A,29.1312,#N/A N/A,11.9375,21.25,5569.07
5/31/1996,0.933,13.3491,42.625,16.4063,6.0833,29.875,19.9808,18.7404,#N/A N/A,11.361,26.6875,9.4375,24.344,23.3333,23,24.063,32.838,30.5824,7.4219,6.2734,11.7917,21.9688,26.438,6.859,13.672,#N/A N/A,27.9548,#N/A N/A,12.9375,21.1875,5643.17
6/28/1996,0.75,13.0208,43.563,16.9375,6.2917,29.5,20.6797,17.0316,#N/A N/A,12,24.75,9.1797,24.75,23.5417,24.4375,23.375,33.199,30.5824,7.5078,6.4219,11.8958,22.6563,26.75,6.313,14.375,#N/A N/A,28.571,#N/A N/A,12.6875,21.7188,5654.62
7/31/1996,0.7857,12.7655,44.25,16.4688,5.75,28.9375,18.2952,16.6675,#N/A N/A,11.222,26.9688,9.3906,23.875,23.1667,23.4375,23.188,32.5,30.4049,7.3672,6.4297,11.6458,22.3438,25.875,4.219,14.078,#N/A N/A,26.4982,#N/A N/A,12,20.5625,5528.91
8/30/1996,0.8661,12.7655,45.25,17.2188,5.8611,29.4375,18.7474,17.872,#N/A N/A,11.806,28.5938,9.9766,24.625,24.7917,25,23.188,34.375,31.0556,7.6563,6.75,11.8333,22.2188,25.875,4.828,14.094,#N/A N/A,25.2097,#N/A N/A,13.25,20.3438,5616.2
9/30/1996,0.7924,13.495,47.25,18.8438,6.8958,31.3125,20.8441,17.9841,#N/A N/A,12.639,31.125,11.9297,25.625,26.7083,25.4375,23.688,34.938,33.3035,8.2422,7.5938,13.1875,24.375,27.75,5.203,15.016,#N/A N/A,26.8343,#N/A N/A,13.1875,20.8125,5882.16
10/31/1996,0.8214,13.7138,47.688,17.1563,6.875,32.875,21.6664,17.4238,#N/A N/A,12.167,32.25,13.7344,24.625,28.5833,25.25,22.188,38.313,35.0781,8.5781,7.3594,13.7917,24.75,27.188,4.734,16.094,#N/A N/A,27.0024,#N/A N/A,13.3125,22.1563,6029.38
11/29/1996,0.8616,15.2456,49.688,19.7813,7.5417,33.5,24.2565,18.7684,#N/A N/A,11.583,39.8438,15.8594,26.563,31.5,25.5625,23.375,41.875,39.278,9.8047,7.1094,14.9375,27.1875,29.438,5.391,17.531,#N/A N/A,28.1789,#N/A N/A,12.75,23.6563,6521.7
12/31/1996,0.7455,16.4857,53.188,18.8125,7.0694,32.5,22.8998,17.5639,#N/A N/A,11.139,37.75,16.3672,24.875,29.75,26.3125,22.625,41.438,37.5034,10.3281,7.4688,13.8125,26.875,29.313,5.625,16.5,#N/A N/A,29.0192,#N/A N/A,11.4375,24.5,6448.26
1/31/1997,0.5938,18.1999,53.563,19.4063,7.75,33.1875,24.092,17.2838,#N/A N/A,11,39.3125,20.2813,28.813,30.8333,28.9375,22.75,42.625,42.9455,12.75,8.4844,15.4792,28.875,31.25,6.094,17.438,#N/A N/A,30.1396,#N/A N/A,11.875,25.9063,6813.08
2/28/1997,0.5804,19.0753,50.875,19.5938,6.1806,32.25,24.4209,18.1521,#N/A N/A,12.111,35.9375,17.7344,28.813,33.375,30.5,21.625,46,43.537,12.1875,8.9844,15.2708,30.0313,33.75,6.234,18.813,#N/A N/A,30.9799,#N/A N/A,13.1875,24.9688,6877.73
3/31/1997,0.6518,17.4705,49.313,20.0625,5.3472,34.8125,24.0098,17.928,#N/A N/A,11.889,34.3438,17.3906,26.438,31.2083,27.9375,23.625,42.25,39.8695,11.4609,7.75,14.0208,28.75,32.438,5.953,18.813,#N/A N/A,27.2825,#N/A N/A,13.9375,26.9375,6583.47
4/30/1997,0.6071,19.2212,49.313,22.25,5.75,34.25,26.9699,19.0205,#N/A N/A,12.889,40.1875,19.1406,30.625,30.875,31.8125,26.813,43.5,42.8272,15.1875,7.0313,16,31.4375,33.5,6.078,18.906,#N/A N/A,30.3637,#N/A N/A,14.125,28.3125,7008.99
5/30/1997,0.5938,20.2789,52.625,24.4063,7.5278,35,26.9288,18.6844,#N/A N/A,14,43.25,18.9375,29.938,31.5,34.125,25.125,45.875,42.5314,15.5,7.125,17.1458,34.4688,35.813,7.063,20.094,#N/A N/A,31.3721,#N/A N/A,14.875,29.625,7331.04
6/30/1997,0.5089,21.7378,53.063,26.8438,7.4583,36.9688,26.3944,19.5248,#N/A N/A,15.319,45.0938,17.7266,32.188,32.3542,33.75,24.156,51,48.9792,15.7969,7.2969,19.9167,35.3125,38.125,6.5,20.75,#N/A N/A,34.0051,#N/A N/A,16.9063,30.75,7672.79
7/31/1997,0.625,24.4368,58.813,28,8.8403,39.5625,26.5794,21.2896,#N/A N/A,16.625,52.875,22.9531,31.156,37.8542,34.625,26.875,47.375,49.1862,17.6875,7.7891,19.875,38.0313,39.219,7.125,21.141,#N/A N/A,32.5205,#N/A N/A,18.7813,32.125,8222.61
8/29/1997,0.7768,22.6861,54.438,29.0313,8.375,38.7188,25.2638,19.8329,#N/A N/A,15.729,50.4375,23.0313,28.344,37.0625,28.6563,23.656,44.938,43.4483,16.5234,6.6719,18.4583,33.2656,36.688,6.078,19.516,#N/A N/A,32.4365,#N/A N/A,17.75,30.5938,7622.42
9/30/1997,0.7746,23.8897,54.438,26.9688,8.1181,41.5938,26.5177,20.3231,#N/A N/A,17.375,52.9688,23.0781,28.813,39.3333,30.4688,23.813,46.25,47.2933,16.5391,6.625,20.0208,34.5313,40.781,6.25,20.25,#N/A N/A,36.0499,#N/A N/A,18.3125,32.0313,7945.25
10/31/1997,0.6083,22.7591,47.875,25.625,9.1146,41.4688,27.0522,20.3371,#N/A N/A,18.542,49.0313,19.25,28.688,38.4583,28.25,22.406,45.75,42.2357,16.25,5.875,23.5833,34,39.969,5.789,17.5,#N/A N/A,35.7978,#N/A N/A,17.5625,30.7188,7442.08
11/28/1997,0.6339,23.0144,53.125,23.9688,9.5833,40.0938,31.2251,22.1299,#N/A N/A,18.646,54.7813,19.4063,31.469,36.2083,31.25,24.25,48.719,44.7497,17.6875,6.0859,24.25,38.1563,40,6.508,18.734,#N/A N/A,39.9994,#N/A N/A,19.9688,30.5,7823.12
12/31/1997,0.4688,26.0416,48.938,24.2813,9.2917,38.5,32.5818,22.7462,#N/A N/A,19.625,52.2813,17.5625,32.938,36.5,33.3125,23.875,41.031,50.2805,16.1563,4.9063,24.8542,39.9063,41.031,6.211,18.203,#N/A N/A,40.7837,#N/A N/A,19.7188,30.5938,7908.24
1/30/1998,0.654,24.4186,47.563,24,10.5104,37.4063,35.0486,20.1691,#N/A N/A,20.104,49.3438,20.25,33.469,35.7292,32.375,23.563,41.75,55.4861,18.6484,5.0078,27.3125,39.1875,43.5,6.406,20.406,#N/A N/A,41.484,#N/A N/A,19.9375,29.6563,7906.5
2/27/1998,0.8438,26.2787,54.25,27.3125,10.9792,40.5625,36.8164,20.5052,#N/A N/A,21.271,52.2188,22.4219,37.75,41.3542,34.3438,27.375,42.656,60.3662,21.1875,5.4844,29.5,42.4688,44.313,7.586,22.328,#N/A N/A,40.2235,#N/A N/A,23.1563,31.9375,8545.71
3/31/1998,0.9821,26.7893,52.125,27.5313,11.3958,40.1563,35.1102,21.7938,#N/A N/A,22.479,51.9375,19.5156,36.656,44.9583,38.7188,30,45.594,60.7507,22.375,5.5313,33.2292,42.1875,44.563,8.094,23.078,#N/A N/A,45.9377,#N/A N/A,25.4063,33.8125,8799.8
4/30/1998,0.9777,29.7618,50.063,28.4688,12.2083,41.3438,40.8866,21.6677,#N/A N/A,23.208,57.9375,20.2031,35.688,46.1875,37.9375,30.938,47.188,57.0241,22.5313,5.9688,37.9375,41.0938,42.375,8.781,24.609,#N/A N/A,41.9322,#N/A N/A,25.2813,36.4688,9063.36
5/29/1998,0.9509,29.9442,47.625,27.4688,12.6042,39.9375,37.207,21.7097,#N/A N/A,26.188,58.6875,17.8594,34.531,45.3125,39.1875,32.813,46.313,55.3973,21.2031,5.75,34.9375,41.9688,44.375,8,23.5,#N/A N/A,41.0638,#N/A N/A,27.5938,35.25,8899.95
6/30/1998,1.0246,33.2632,44.563,26.4375,15.3438,41.5313,34.5552,21.6677,#N/A N/A,27.688,57.4063,18.5313,36.875,50.3333,42.75,34.5,41.094,63.2943,27.0938,6.0859,36.2292,45.5313,42.063,7.938,23.125,#N/A N/A,40.8958,#N/A N/A,30.375,35.6563,8952.01
7/31/1998,1.2366,32.2055,38.813,24.25,15.9583,41.3125,33.9796,20.3371,#N/A N/A,27.917,66.25,21.1094,38.625,50.4167,40.3438,33.406,37.438,58.355,27.4844,5.5625,36.6667,39.6875,36.188,7.063,23.953,#N/A N/A,40.6717,#N/A N/A,31.5625,35.0625,8883.29
8/31/1998,1.1138,22.7591,30.938,21.0938,13.6458,37.0313,27.0727,17.4798,#N/A N/A,25.667,56.3125,17.7969,34.5,35.3333,32.5625,28.031,34.25,54.865,23.9844,4.3359,31,38.25,30.563,4.516,18.141,#N/A N/A,39.5512,#N/A N/A,29.375,32.7188,7539.06
9/30/1998,1.3616,22.6496,34.313,22.2813,15.4531,42.0313,24.976,19.1466,#N/A N/A,26.333,64,21.4375,39.125,28.8333,28.8125,29.844,36.844,61.3127,27.5156,4.6016,35.3125,35.4688,32.5,4.375,19.109,#N/A N/A,43.4167,#N/A N/A,27.3125,35.0938,7842.62
10/30/1998,1.3259,25.7863,37.5,22.5,15.75,40.75,26.5794,20.9814,#N/A N/A,29,74.2188,22.2969,40.75,37.875,33.8125,33.438,40,64.0042,26.4688,5.4609,35.7708,44.4375,33.125,5.445,23.813,#N/A N/A,47.6183,#N/A N/A,34.5,35.625,8592.11
11/30/1998,1.1406,29.1965,40.625,24.7188,18.8438,41.8125,31.7596,21.8218,#N/A N/A,33.167,82.5,26.9063,40.625,42.2917,35.0313,35.031,40.156,73.2913,30.5,5,37.2083,43.8125,35.25,5.641,26.797,#N/A N/A,49.8592,#N/A N/A,37.6563,37.5313,9116.55
12/31/1998,1.4621,29.8348,32.625,23,23.2031,41.4688,29.6011,20.3791,#N/A N/A,40.792,92.375,29.6406,41.938,45.375,33.4375,38.313,35.563,69.89,34.6719,5.0703,41.8125,45.6563,34.75,5.383,27.188,#N/A N/A,47.5063,#N/A N/A,40.7188,36.5625,9181.43
1/29/1999,1.471,30.0171,34.563,21.6563,27.8906,37.375,32.5613,19.7349,#N/A N/A,40.25,91.625,35.2344,42.5,51.2917,32.7188,39.406,38.813,69.4463,43.75,5.7188,42.875,45.4375,29.375,5.594,29.859,#N/A N/A,53.7807,#N/A N/A,43,35.2188,9358.82
2/26/1999,1.2433,31.6584,35.563,22.7813,24.4531,38.4375,34.7197,22.0459,#N/A N/A,39.792,85,29.9844,42.688,53.0833,31.9688,42.5,37.031,77.3729,37.5313,6.7031,43.9792,44.75,32.375,6.164,30.969,#N/A N/A,51.4838,#N/A N/A,43.1875,33.2813,9306.57
3/31/1999,1.2835,34.2845,34.125,22.9688,27.3906,44.2188,30.7112,20.8834,#N/A N/A,41.5,88.625,29.7188,46.844,54.2083,30.6875,45.313,35.375,75.8941,44.8125,7.2109,46.25,48.9688,31.063,6.578,33.859,#N/A N/A,46.3299,#N/A N/A,46.0938,35.2813,9786.16
4/30/1999,1.6429,38.1324,40.625,32.1875,28.5156,49.875,31.3279,29.3992,#N/A N/A,39.958,104.5938,30.5938,48.75,55.1667,34,42.375,44.5,66.4886,40.6563,7.7734,38.3542,46.9063,28.688,7.016,36.172,#N/A N/A,51.6519,#N/A N/A,46,41.5313,10789.04
5/31/1999,1.5737,35.3604,42.25,27.4375,27.25,46.3438,28.7378,27.2282,67.938,37.917,116.3125,27.0313,46.313,48.3333,34.1563,38.5,42.875,63.8859,40.3438,7.6172,35.6667,46.6875,35.563,7.281,31.031,#N/A N/A,49.0749,#N/A N/A,42.625,39.9375,10559.75
6/30/1999,1.654,37.9682,44.188,30,32.2188,47.5938,30.4028,28.4328,72.25,42.958,129.25,29.75,49,57.75,31.25,41.313,43.469,70.0378,45.0938,7.9141,36.5833,44.625,31.813,7.828,35.844,#N/A N/A,58.5986,#N/A N/A,48.25,38.5625,10970.81
7/30/1999,1.9888,38.4424,45.375,29.3125,31.0625,45.625,27.2577,27.7885,64.313,42.542,125.6875,34.5,46.063,51.25,30.1563,41.688,43.969,64.0633,42.9063,6.5,33.9375,45.25,31.125,7.625,33.344,#N/A N/A,57.142,#N/A N/A,42.25,39.6875,10655.15
8/31/1999,2.3304,40.1201,45.313,28.3125,33.9063,46.125,27.3811,25.4634,59.813,40.75,124.5625,41.0938,51.125,55.7917,29.9063,41.375,47.25,63.5901,46.2813,5.7813,37.75,49.625,32.063,7.602,33.063,#N/A N/A,54.9012,#N/A N/A,44.3125,39.4375,10829.28
9/30/1999,2.2612,39.2813,42.625,27.4063,34.2813,44.375,25.531,25.4634,61,45.75,121.375,37.1563,45.938,50.25,24.0313,43,48.031,61.3423,45.2813,7.1094,35.9375,46.875,27.5,6.086,29.656,#N/A N/A,60.3352,#N/A N/A,47.5625,37.9688,10336.96
10/29/1999,2.8616,44.9345,46.063,27.625,37,45.6563,26.0243,26.4999,71,50.333,98.375,38.7188,52.375,58.25,29.5,41.25,47.531,75.3025,46.2813,7.0547,39.5,52.4375,32,6.461,30.25,#N/A N/A,58.2064,#N/A N/A,56.6875,37.0313,10729.87
11/30/1999,3.4955,44.1504,40.813,23.1875,44.5938,44.2813,27.5044,26.2478,75.125,52.708,103.0625,38.3438,51.875,51.5,33.6563,45,47.781,74.2969,45.5234,5.75,36.1875,54,30.188,6.492,28.25,#N/A N/A,56.7499,#N/A N/A,57.625,39.6563,10877.81
12/31/1999,3.6719,48.5089,41.563,23.5313,53.5625,43.3125,28.8611,29.9454,94.188,68.563,108,41.1563,46.563,51.7917,29.125,40.313,48.938,63.4718,58.375,6.1953,32.4375,54.7813,33.688,6.641,32.5,#N/A N/A,55.1813,#N/A N/A,69.125,40.2813,11497.12
1/31/2000,3.7054,48.0894,44.313,21.2188,54.75,41.7813,35.8297,26.1077,91.625,56.625,112.1875,49.4688,43.031,53.625,28.7188,37.188,46.813,74.5927,48.9375,5.6875,36.375,50.4375,30.188,6.625,26.469,#N/A N/A,55.5174,#N/A N/A,54.75,41.75,10940.54
2/29/2000,4.0938,39.1536,36.875,17.5313,66.0938,37.3438,33.0546,24.3149,92.5,57.813,102,56.5,35.875,53.0833,24.2188,31.563,44.063,58.2663,44.6875,3.5547,32.125,44,22.375,6.391,25.469,#N/A N/A,43.8649,#N/A N/A,48.6875,37.6563,10128.31
3/31/2000,4.8504,43.4574,37.938,19.7188,77.3125,46.2188,40.8249,25.5475,105.125,64.5,118,65.9688,35.031,58.125,23.4688,37.563,44.281,58.7987,53.125,4.9531,36.5625,28.125,34.125,7.453,31.594,#N/A N/A,54.7891,#N/A N/A,55.5,38.9063,10921.93
4/28/2000,4.4308,43.7856,39.688,19.7188,69.3281,42.5625,42.7367,25.3234,93.25,56.063,111.625,63.4063,41.25,48.0417,23.5313,38.125,43.25,65.7788,34.875,5.4297,42.125,29.8125,35.625,8.336,31.094,#N/A N/A,53.1085,#N/A N/A,55.375,38.8438,10733.92
5/31/2000,3,47.1047,39.063,19.125,56.9375,46.2188,41.6266,23.9928,73.563,48.813,107.3125,62.3438,44.75,49.7917,26.6875,35.813,42.875,70.6294,31.2813,5.3594,44.5625,33.25,37.5,9.32,30.219,#N/A N/A,47.3943,#N/A N/A,57.625,41.6563,10522.34
6/30/2000,3.7411,45.6275,41.813,16.9375,63.5625,42.4063,38.2965,20.2951,94.875,49.938,109.5625,66.8438,50.938,46.0625,28.7188,32.938,41.25,72.5223,40,4.9766,48,28.625,34.125,10.719,29.438,#N/A N/A,45.5455,#N/A N/A,57.625,39.25,10447.9
7/31/2000,3.6295,49.6213,49,17.0313,65.4375,39.5,38.1731,19.3287,98.938,51.75,112.4375,66.75,46.531,49.6875,30.6563,31.5,45.031,67.8492,34.9063,5.4688,43.125,28.4375,44.438,10.227,29.188,#N/A N/A,42.1282,#N/A N/A,54.9375,40,10521.98
8/31/2000,4.3527,51.755,53.625,18.375,68.625,42.25,38.4198,17.6059,128.063,48.063,132,74.875,45.969,55.875,26.3125,29.875,46.5,66.1337,34.9063,4.9453,43.25,30.9063,47.625,11.813,31.219,#N/A N/A,39.1031,#N/A N/A,47.4375,40.8125,11215.1
9/29/2000,1.8393,53.1774,63,16.875,55.25,42.625,37.7415,16.7655,113.938,53.063,112.5,41.5625,46.969,46.1875,27.5625,30.188,45.563,70.4519,30.1563,5.0078,44.9375,33.5,49.313,12.344,34.625,#N/A N/A,43.4167,#N/A N/A,48.125,44.5625,10650.92
10/31/2000,1.3973,52.5209,67.813,17.5313,53.875,41.0625,35.3364,20.5892,99.813,43,98.5,45,46.063,45.5,30.1875,31,48.313,85.122,34.4375,4.9922,43.1875,35.7188,51.25,13.672,34.906,#N/A N/A,51.82,#N/A N/A,45.375,44.5938,10971.14
11/30/2000,1.1786,48.0894,69.063,19.6563,47.875,40.9375,28.5528,20.5472,82.125,39.188,93.5,38.0625,50,36.875,31.3125,31.875,49.938,87.7248,28.6875,5.3281,44.3125,37.4375,50.125,14.664,35.406,#N/A N/A,50.3634,#N/A N/A,52.1875,44,10414.49
12/29/2000,1.0625,48.0894,66,23.6563,38.25,42.2188,28.5528,24.6231,106.938,45.688,85,30.0625,52.531,45.4375,30.4688,34,60.25,88.6121,21.6875,6.9766,46,39.2188,54.313,15.344,39.313,#N/A N/A,44.9293,#N/A N/A,53.125,43.4688,10786.85
1/31/2001,1.5446,41.2289,58.5,22.11,37.4375,41.64,30.0452,23.06,113.75,48.2,112,37,46.565,54.99,29,29.35,55.325,77.7799,30.5313,6.8775,45.15,35.92,48.02,14.103,37.49,#N/A N/A,49.2542,#N/A N/A,56.8,42.075,10887.36
2/28/2001,1.3036,38.4103,62.2,20.8,23.6875,42.83,30.5385,22.0582,91.75,42.5,99.9,28.5625,48.665,46.66,26.515,29.4,56.375,75.9059,29.5,4.8813,45,35.25,46.29,14.808,38.955,#N/A N/A,44.3691,#N/A N/A,50.09,40.525,10495.28
3/30/2001,1.5764,36.1519,55.71,22.19,15.8125,43.9,28.2198,21.2246,85.1,43.1,96.18,26.3125,43.735,44.9,22.58,26.55,51.95,71.8361,27.3438,5.0688,40.95,31.3,44.05,14.815,36.65,#N/A N/A,44.1898,#N/A N/A,50.5,40.5,9878.78
4/30/2001,1.8207,37.1498,61.8,25.1,16.98,48.28,29.8478,22.4885,91.1,47.1,115.14,30.91,48.24,47.98,23.095,27.5,59.505,71.9024,33.875,5.2263,43.3,30.025,45.1,16.37,39.04,#N/A N/A,49.3617,#N/A N/A,51.74,44.3,10734.97
5/31/2001,1.425,36.8697,62.89,27.08,19.26,48.025,31.1996,24.0751,95.1,49.29,111.8,27.01,48.475,49.15,23.7,30.28,59.29,69.0819,34.59,5.1375,42.89,32.12,50.6,14.375,41.655,#N/A N/A,49.1645,#N/A N/A,51.75,44.375,10911.94
6/29/2001,1.6607,33.9635,55.6,25.025,18.2,45.25,28.5059,22.354,85.8,46.55,113,29.25,50,44.6,22.5,27.06,57.05,60.4881,36.5,5.2488,40.05,31.9,50.69,15.438,36.63,#N/A N/A,47.9545,#N/A N/A,48.8,43.675,10502.4
7/31/2001,1.3421,35.3028,58.53,27.55,19.22,45.695,25.9997,24.4718,83.16,50.37,105.21,29.81,54.1,43.3,22.3,29.14,55.94,64.3402,33.095,5.9438,41.22,35.51,43.85,16.855,36.7,#N/A N/A,48.5371,#N/A N/A,55.9,41.76,10522.81
8/31/2001,1.325,31.8802,51.2,25,16.33,45.375,25.0919,23.5709,80.1,45.95,100,27.96,52.71,39.4,24.335,30.03,52.05,61.6144,28.525,6.25,38.31,37.075,42.03,17.015,34.2,#N/A N/A,44.8173,#N/A N/A,48.05,40.15,9949.75
9/28/2001,1.1079,25.4376,33.5,22.4,12.18,42.375,18.3724,22.0246,71.35,38.37,92.3,20.44,55.4,34.15,23.425,27.14,49.2,63.0341,25.585,5.8513,40.1,36.395,41.22,16.625,23.25,#N/A N/A,48.5012,#N/A N/A,49.5,39.4,8847.56
10/31/2001,1.2543,25.7615,32.6,22.36,16.92,44.275,18.3428,22.354,78.16,38.23,108.07,24.42,57.91,35.36,23.94,26.07,52.19,60.3934,29.075,6.17,41.9,36.89,45.9,16.438,26.945,#N/A N/A,44.647,#N/A N/A,51.4,39.45,9075.14
11/30/2001,1.5214,28.8077,35.1,23.71,20.44,42.505,20.1978,25.2113,88.9,46.66,115.59,32.66,58.25,37.72,23.48,26.84,57.29,64.1225,32.105,6.6238,43.31,38.73,47.08,17.863,30.1,#N/A N/A,42.1282,#N/A N/A,55.15,37.4,9851.56
12/31/2001,1.5643,31.2412,38.78,26.125,18.11,44.805,20.4445,22.7104,92.75,51.01,120.96,31.45,59.1,36.35,23.575,26.47,59.105,55.6517,33.125,7.03,39.85,39.565,43.97,17.693,32.315,#N/A N/A,42.5406,#N/A N/A,57.55,39.3,10021.5
1/31/2002,1.7657,31.3812,40.95,25.14,19.8,41.9,20.78,19.8598,86.98,50.09,107.89,35.04,57.51,34.05,21.875,27.18,55.4,56.0113,31.855,7.4888,41.67,40.84,44.7,18.588,34.365,#N/A N/A,41.5456,#N/A N/A,59.98,39.05,9920
2/28/2002,1.55,31.9064,45.96,27.755,14.27,42.22,22.6942,21.0296,80.94,50,98.12,28.55,60.9,29.25,23.695,26.1,58.965,58.0462,29.17,7.3575,40.96,42.395,48.9,18.123,36.475,#N/A N/A,41.949,#N/A N/A,62.01,41.3,10106.13
3/29/2002,1.6907,35.8543,48.25,28.425,16.93,45.135,22.7731,21.9977,90.25,48.61,104,30.41,64.95,35.65,26.13,27.75,57.505,54.497,30.155,7.5013,39.74,45.045,45.85,19.105,37.1,#N/A N/A,40.9182,#N/A N/A,61.29,43.83,10403.94
4/30/2002,1.7336,35.898,44.6,27.31,14.65,43.355,22.8718,21.3792,78.75,46.37,83.76,28.61,63.86,35.1,27.755,28.4,62.9,51.4305,26.13,6.6663,36.35,45.13,49.81,21.953,35.085,#N/A N/A,35.9524,#N/A N/A,55.86,40.17,9946.22
5/31/2002,1.6643,37.2111,42.65,26.135,15.78,43.625,22.6054,22.4145,75.45,41.69,80.45,27.62,61.35,35.95,27.78,29.94,62.715,54.0427,25.455,6.7188,34.6,44.775,42.61,22.7,34.435,#N/A N/A,38.5429,#N/A N/A,54.1,39.93,9925.25
6/28/2002,1.2657,31.7926,45,24.475,13.95,44.25,18.6487,23.1137,73.35,36.73,72,18.27,52.26,33.92,28,28.45,61.5,47.9286,27.35,6.7063,35,44.65,38.92,22.888,33.95,#N/A N/A,35.9883,#N/A N/A,55.01,40.92,9243.26
7/31/2002,1.09,30.8648,41.52,22.35,13.19,37.5,17.4943,19.4094,73.15,30.88,70.4,18.79,53,24.96,24.97,24.75,62.915,46.9443,23.99,6.1613,32.35,44.495,31.21,21.915,34.75,#N/A N/A,29.5794,#N/A N/A,49.18,36.76,8736.59
8/30/2002,1.0536,31.5651,37.07,21.82,13.82,38.315,15.4715,20.317,77.3,32.93,75.38,16.67,54.31,26.4,25.5,23.76,62.475,47.815,24.54,5.3975,33.08,44.325,30.42,22.088,29.695,#N/A N/A,27.7867,#N/A N/A,53.48,35.45,8663.5
9/30/2002,1.0357,27.2934,34.13,18.61,10.48,34.625,14.9387,18.3606,66.03,26.1,58.39,13.89,54.08,18.99,23.98,17.66,54.985,43.2626,21.87,5.3975,29.02,44.69,28.72,21.805,28.245,#N/A N/A,24.5957,#N/A N/A,49.24,31.9,7591.93
10/31/2002,1.1479,31.8364,29.75,20.425,11.18,33.815,16.478,17.4731,71.6,28.88,78.94,17.3,58.75,20.75,23.24,18.11,63.47,51.3358,26.735,5.8988,31.77,44.225,32.8,22.738,30.835,#N/A N/A,33.846,#N/A N/A,53.55,33.66,8397.03
11/29/2002,1.1071,34.0773,34,24.95,14.92,33.515,19.5565,21.4464,78.87,26.42,87.1,20.88,57.02,25.17,22.82,18.5,64.925,56.229,28.91,5.5975,31.54,42,37.24,20.363,31.235,#N/A N/A,37.5389,#N/A N/A,54.16,34.8,8896.09
12/31/2002,1.0236,30.9436,32.99,22.86,13.1,33.24,16.0932,19.9674,68.1,23.96,77.5,15.57,53.71,24,21.91,16.08,61.65,53.579,25.85,5.5588,30.57,42.97,34.05,20.875,30.97,#N/A N/A,34.7334,#N/A N/A,50.51,34.94,8341.63
1/31/2003,1.0257,31.1011,31.59,21.99,13.37,32.2,17.2673,19.5371,68.1,20.9,78.23,15.66,53.61,23.34,20.23,14.24,62.275,52.4243,23.73,5.5675,30.36,42.785,32.64,21.975,31.79,#N/A N/A,34.3121,#N/A N/A,47.8,34.15,8053.81
2/28/2003,1.0721,29.3942,27.56,23.5,13.98,32.085,16.8332,18.3538,69.45,23.45,77.95,17.25,52.45,22.68,20.11,13.61,62.685,49.9256,23.7,5.7963,29.82,40.93,30.86,20.725,29.29,#N/A N/A,30.9956,#N/A N/A,48.06,34.02,7891.08
3/31/2003,1.01,29.0878,25.06,24.6,12.98,32.325,16.7937,18.5623,68.08,24.36,78.43,16.28,57.87,23.71,20.24,14.46,65.015,51.8469,24.21,6.4275,31.16,44.525,31.8,22.918,28.89,#N/A N/A,31.6858,#N/A N/A,52.03,34.95,7992.13
4/30/2003,1.0143,33.1407,27.28,26.3,15.04,31.405,18.4119,21.9439,75.9,28.13,84.9,18.4,56.36,29.35,20.2,17.1,63.02,55.0649,25.57,6.6913,30.75,44.925,34.34,23.033,30.905,#N/A N/A,33.5054,#N/A N/A,56.32,35.2,8480.09
